Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"BRAIN Initiative: Promoting Equity Through BRAIN Technology Partnerships (R34 - Clinical Trials Not Allowed)","11/21/2024","6/18/2026","R34","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, OBSSR","RFA-NS-25-016","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-016.html"
"Advancing Learning Health Care Research in Outpatient Mental Health Treatment Settings (R34 Clinical Trial Optional)","11/21/2024","1/8/2026","R34","NIH","NIMH","NIDA","PAR-25-278","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-278.html"
"Academic Research Enhancement Award (AREA) for Undergraduate-Focused Institutions (R15 Clinical Trial Required)","11/21/2024","1/8/2028","R15","NIH","NICHD","NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIDA, NIDCD, NIMH, NINR","PAR-25-148","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-148.html"
"NCI Pathway to Independence Award (K99/R00  Clinical Trial Not Allowed)","11/20/2024","10/15/2027","K99/R00","NIH","NCI","None","PAR-25-135","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-135.html"
"NIH StrokeNet Clinical Trials and Biomarker Studies for Stroke Treatment, Recovery, and Prevention (UG3/UH3 Clinical Trial Optional)","11/20/2024","11/20/2026","UG3/UH3","NIH","NINDS","None","PAR-25-052","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-052.html"
"Information and Practice Needs Relevant to Late Talking Children (R21 Clinical Trial Not Allowed)","11/20/2024","10/3/2025","R21","NIH","NIDCD","NCATS, NICHD","PAR-25-217","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-217.html"
"Leveraging Extant Data to Understand Developmental Trajectories of Late Talking Children (R21 Clinical Trial Not Allowed)","11/20/2024","10/3/2025","R21","NIH","NIDCD","NCATS, NICHD, NIMH","PAR-25-220","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-220.html"
"Chemical Countermeasures Research Program (CCRP) Initiative: Basic Research on The Deleterious Effects of Acute Exposure to Ultra-Potent Synthetic (UPS) Opioids (R01 Clinical Trial Not Allowed)","11/20/2024","11/19/2027","R01","NIH","NIDA","NIAID","RFA-DA-26-034","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-034.html"
"Research Opportunities in Established Cancer Epidemiology Cohort Studies (U01 Clinical Trial Not Allowed)","11/19/2024","3/1/2025","U01","NIH","NCI","None","PAR-25-275","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-275.html"
"Biology of Bladder Cancer (R01 Clinical Trial Optional)","11/19/2024","9/8/2025","R01","NIH","NCI","None","PAR-25-129","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-129.html"
"Biology of Bladder Cancer (R21 Clinical Trial Optional)","11/19/2024","9/8/2025","R21","NIH","NCI","None","PAR-25-128","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-128.html"
"Limited Competition: Small Grant Program for ORIP Special Emphasis Research Career Award (SERCA) K01 Recipients (R03 Clinical Trial Not Allowed)","11/18/2024","5/8/2026","R03","NIH","ORIP","None","PAR-25-176","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-176.html"
"NIDCR Research Grants for Analyses of Existing Genomics Data (R01) (Clinical Trial Not Allowed)","11/18/2024","5/8/2026","R01","NIH","NIDCR","None","PAR-25-164","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-164.html"
"NIDCR Small Research Grants for Analyses of Existing Genomics Data (R03 Clinical Trial Not Allowed)","11/18/2024","5/8/2026","R03","NIH","NIDCR","None","PAR-25-166","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-166.html"
"NCMRR Early Career Research Award (R03 Clinical Trial Optional)","11/18/2024","1/8/2028","R03","NIH","NICHD","None","PAR-25-124","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-124.html"
"Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed)","11/18/2024","9/8/2026","R01","NIH","NCI","NHGRI, NIA, NIDCR","PAR-25-095","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-095.html"
"Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed)","11/18/2024","9/8/2026","R21","NIH","NCI","NHGRI, NIA, NIDCR","PAR-25-096","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-096.html"
"Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed)","11/18/2024","1/8/2027","R21","NIH","NCI","None","PAR-25-070","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-070.html"
"Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R01 Clinical Trial Optional)","11/18/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-069","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-069.html"
"NIDCR Small Grant Program for New Investigators (R03 Clinical Trial Not Allowed)","11/18/2024","1/8/2028","R03","NIH","NIDCR","None","PAR-25-105","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-105.html"
"Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimer's Dementia (R21 Clinical Trial Optional)","11/18/2024","9/8/2026","R21","NIH","NIMH","NIA","PAR-25-064","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-064.html"
"Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimer's Dementia (R01 Clinical Trial Optional)","11/18/2024","9/8/2026","R01","NIH","NIMH","NIA","PAR-25-065","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-065.html"
"Social disconnection and Suicide Risk in Late Life (R21 Clinical Trial Optional)","11/18/2024","9/8/2026","R21","NIH","NIMH","None","PAR-25-066","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-066.html"
"Social disconnection and Suicide Risk in Late Life (R01 Clinical Trial Optional)","11/18/2024","9/8/2026","R01","NIH","NIMH","None","PAR-25-067","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-067.html"
"Contraceptive Development Research Centers (P50 Clinical Trial Optional)","11/18/2024","11/13/2025","P50","NIH","NICHD","None","RFA-HD-26-004","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-26-004.html"
"Investigator Initiated Innovation in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed)","11/18/2024","9/8/2027","R21","NIH","NHGRI","NLM","PAR-25-229","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-229.html"
"Investigator Initiated Innovation in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed)","11/18/2024","9/8/2027","R01","NIH","NHGRI","NLM","PAR-25-228","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-228.html"
"Basic Research in Cancer Health Disparities (R21 Clinical Trial Not Allowed)","11/18/2024","11/17/2027","R21","NIH","NCI","None","PAR-25-244","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-244.html"
"Basic Research in Cancer Health Disparities (R01 Clinical Trial Not Allowed)","11/18/2024","1/8/2028","R01","NIH","NCI","None","PAR-25-243","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-243.html"
"Systematic Testing of Radionuclides in Preclinical Experiments (STRIPE) (R01 Clinical Trial Not Allowed)","11/18/2024","5/8/2025","R01","NIH","NCI","None","PA-25-174","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-174.html"
"Systematic Testing of Radionuclides in Preclinical Experiments (STRIPE) (R21 Clinical Trial Not Allowed)","11/18/2024","5/8/2025","R21","NIH","NCI","None","PA-25-173","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-173.html"
"Advancement and Innovation in Measurement of Language Development and Predictors (R21 Clinical Trial Not Allowed)","11/18/2024","9/8/2027","R21","NIH","NICHD","NIDCD","PAR-25-113","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-113.html"
"Advancement and Innovation in Measurement of Language Development and Predictors (R01 Clinical Trial Not Allowed)","11/18/2024","9/8/2027","R01","NIH","NICHD","NIDCD","PAR-25-112","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-112.html"
"Translational Research in Maternal and Pediatric Pharmacology and Therapeutics (R21 Clinical Trial Optional)","11/18/2024","5/8/2026","R21","NIH","NICHD","NIAID, NIDA, ORWH","PAR-25-111","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-111.html"
"Translational Research in Maternal and Pediatric Pharmacology and Therapeutics (R01 Clinical Trial Optional)","11/18/2024","5/8/2026","R01","NIH","NICHD","NIAID, NIDA, NIMH, ORWH","PAR-25-110","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-110.html"
"Schizophrenia and related disorders during mid- to late-life (R21 Clinical Trial Optional)","11/18/2024","9/8/2026","R21","NIH","NIMH","None","PAR-25-040","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-040.html"
"Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed)","11/18/2024","9/8/2026","R01","NIH","NIMH","None","PAR-25-038","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-038.html"
"Schizophrenia and related disorders during mid- to late-life (R01 Clinical Trial Optional)","11/18/2024","9/8/2026","R01","NIH","NIMH","None","PAR-25-039","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-039.html"
"Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed)","11/18/2024","9/8/2026","R21","NIH","NIMH","None","PAR-25-037","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-037.html"
"Archiving and Documenting Child Health and Human Development Data Sets (R03 Clinical Trial Not Allowed)","11/18/2024","11/17/2025","R03","NIH","NICHD","None","PAR-25-092","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-092.html"
"Small Research Grants for Analyses of Gabriella Miller Kids First Pediatric Research Data (R03 Clinical Trial Not Allowed)","11/18/2024","11/17/2025","R03","NIH","NICHD","NCI, NIDCR","PAR-25-109","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-109.html"
"Impacts of climate change across the cancer control continuum (R21 Clinical Trial Optional)","11/18/2024","5/8/2026","R21","NIH","NCI","None","PAR-25-152","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-152.html"
"Impacts of climate change across the cancer control continuum (R01 Clinical Trial Optional)","11/18/2024","5/8/2026","R01","NIH","NCI","None","PAR-25-094","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-094.html"
"Small Research Grant Program for the Next Generation of Researchers in AD/ADRD Research (R03 Clinical Trial Optional)","11/18/2024","3/17/2026","R03","NIH","NIA","None","PA-25-246","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-25-246.html"
"Enhancing Reuse of NHGRI Data Assets (R03 Clinical Trial Not Allowed)","11/18/2024","2/16/2026","R03","NIH","NHGRI","None","RFA-HG-25-005","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-25-005.html"
"Pragmatic Trials across the Cancer Control Continuum (UG3/UH3 Clinical Trial Required)","11/18/2024","11/18/2025","UG3/UH3","NIH","NCI","None","PAR-25-072","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-072.html"
"NICHD Small Research Grant Program (R03 Clinical Trial Required)","11/18/2024","1/8/2028","R03","NIH","NICHD","None","PA-25-125","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-25-125.html"
"NICHD Small Research Grant Program (R03 Basic Experimental Studies with Humans Required)","11/18/2024","1/8/2028","R03","NIH","NICHD","None","PA-25-126","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-25-126.html"
"Development of Animal Models and Related Biological Materials for Research (R21 Clinical Trial Not Allowed)","11/15/2024","1/8/2028","R21","NIH","ORIP","None","PAR-25-273","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-273.html"
"BRAIN Initiative: Development and Validation of Novel Tools to Probe Cell-Specific and Circuit-Specific Processes in the Brain (R01 Clinical Trial Not Allowed)","11/15/2024","2/9/2027","R01","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-26-170","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-26-170.html"
"Developing novel theory and methods for understanding the genetic architecture of complex human traits (R21 Clinical Trial Not Allowed)","11/15/2024","1/8/2027","R21","NIH","NHGRI","NCI","PAR-25-256","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-256.html"
"Developing novel theory and methods for understanding the genetic architecture of complex human traits (R01 Clinical Trial Not Allowed)","11/15/2024","11/6/2026","R01","NIH","NHGRI","NCI, NIMH","PAR-25-255","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-255.html"
"Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed)","11/15/2024","9/8/2025","R21","NIH","ORIP","NIMH","PAR-25-165","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-165.html"
"Analytical and Clinical Validation of Biomarkers for Alzheimers Disease (AD) and AD-Related Dementias (ADRD) (U01 Clinical Trial Optional)","11/14/2024","3/6/2026","U01","NIH","NIA","None","PAR-25-209","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-209.html"
"Technology Development Research for Establishing Feasibility and Proof of Concept (R21 - Clinical Trial Not Allowed)","11/14/2024","1/8/2028","R21","NIH","NIGMS","None","PAR-25-202","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-202.html"
"Focused Technology Research and Development (R01 Clinical Trial Not Allowed)","11/14/2024","1/8/2028","R01","NIH","NIGMS","None","PAR-25-203","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-203.html"
"Exploratory/Developmental Research on Guillain Barre Syndrome (GBS) and Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) (R21 - Clinical Trial Not Allowed)","11/13/2024","10/4/2025","R21","NIH","NINDS","OD","RFA-NS-25-025","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-025.html"
"Tobacco, Alcohol, and Cannabis Policy Research for Health Equity (R21 Clinical Trial Optional)","11/13/2024","1/8/2028","R21","NIH","NCI","NIAAA, NIDA, NIMHD, ODP, SGMRO","PAR-25-241","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-241.html"
"Tobacco, Alcohol, and Cannabis Policy Research for Health Equity (R01 Clinical Trial Optional)","11/13/2024","1/8/2028","R01","NIH","NCI","NIAAA, NIDA, NIMHD, ODP, SGMRO","PAR-25-240","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-240.html"
"Digital Health Technology Derived Biomarkers and Outcome Assessments for Remote Monitoring and Endpoint Development (UG3/UH3 - Clinical Trial Optional)","11/13/2024","6/23/2026","UG3/UH3","NIH","NINDS","NCI, OBSSR","PAR-25-170","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-170.html"
"National Cancer Institute's Investigator-Initiated Early Phase Clinical Trials for Cancer Treatment and Diagnosis (R01 Clinical Trial Required)","11/12/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-081","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-081.html"
"Cancer Prevention and Control Clinical Trials Grant Program (R01 Clinical Trial Required)","11/12/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-167","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-167.html"
"NINDS Exploratory Clinical Trials (UG3/UH3 Clinical Trial Required)","11/12/2024","3/11/2025","UG3/UH3","NIH","NINDS","None","PAR-25-054","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-054.html"
"Microbial-based Cancer Imaging and Therapy - Bugs as Drugs (R21 Clinical Trial Not Allowed)","11/8/2024","5/8/2025","R21","NIH","NCI","NIDCR","PAR-25-108","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-108.html"
"Integrating Mental Health Care into Health Care Systems and Non-Health Settings  in Low- and Middle-Income Countries (R01 Clinical Trial Optional)","11/8/2024","1/8/2028","R01","NIH","NIMH","NCI, SGMRO","PAR-25-201","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-201.html"
"Improving Care and Outcomes for Cancer Survivors from Sexual and Gender Minority (SGM) Populations (R01 Clinical Trial Optional)","11/8/2024","1/8/2027","R01","NIH","NCI","SGMRO","PAR-25-237","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-237.html"
"Exploratory Grants in Cancer Control (R21 Clinical Trial Optional)","11/8/2024","9/8/2028","R21","NIH","NCI","None","PA-25-253","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-25-253.html"
"NIH SIREN Neurologic Clinical Trials (UG3/UH3 - Clinical Trial Required)","11/7/2024","3/7/2026","UG3/UH3","NIH","NINDS","None","PAR-25-049","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-049.html"
"Laboratories to Optimize Digital Health (R01 Clinical Trial Required)","11/7/2024","1/8/2028","R01","NIH","NIMH","None","PAR-25-136","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-136.html"
"Microbial-based Cancer Imaging and Therapy - Bugs as Drugs (R01 Clinical Trial Not Allowed)","11/7/2024","5/8/2025","R01","NIH","NCI","NIDCR","PAR-25-107","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-107.html"
"Advanced-Stage Development and Utilization of Research Infrastructure for Interdisciplinary Aging Studies (R33 Clinical Trial Optional)","11/7/2024","12/3/2025","R33","NIH","NIA","ORWH","PAR-25-219","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-219.html"
"Research Infrastructure Development for Interdisciplinary Aging Studies (R61/R33 - Clinical Trial Optional)","11/7/2024","12/3/2025","R61/R33","NIH","NIA","ORWH","PAR-25-218","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-218.html"
"Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional)","11/7/2024","1/8/2028","R01","NIH","NCI","None","PA-25-172","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-25-172.html"
"Innovative Research in Cancer Nanotechnology (IRCN; R01 Clinical Trial Not Allowed)","11/7/2024","5/5/2026","R01","NIH","NCI","None","PAR-25-106","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-106.html"
"Personal Health Informatics for Delivering Actionable Insights to Individuals (R01 Clinical Trial Optional)","11/7/2024","1/8/2027","R01","NIH","NLM","NIMH","PAR-25-235","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-235.html"
"Co-infection and Cancer (R21 Clinical Trial Not Allowed)","11/7/2024","1/8/2026","R21","NIH","NCI","None","PAR-25-083","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-083.html"
"Co-infection and Cancer (R01 Clinical Trial Not Allowed)","11/7/2024","1/8/2026","R01","NIH","NCI","None","PAR-25-082","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-082.html"
"Population Approaches to Reducing Alcohol-related Cancer Risk (R01 Clinical Trial Optional)","11/6/2024","1/8/2027","R01","NIH","NCI","NIAAA","PAR-25-221","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-221.html"
"Academic-Industrial Partnerships (AIP) to Translate and Validate In Vivo Imaging Systems (R01 Clinical Trial Optional)","11/6/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-079","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-079.html"
"Assay Development and Screening for Discovery of Validated Chemical Hits for Brain Disorders (R01 Clinical Trial Not Allowed)","11/6/2024","5/8/2026","R01","NIH","NIMH","None","PAR-25-063","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-063.html"
"Bioengineering Partnerships with Industry (U01 Clinical Trial Optional)","11/6/2024","9/8/2027","U01","NIH","NIBIB","NCI, NEI, NIA","PAR-24-325","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-325.html"
"Engineering Next-Generation Human Nervous System Microphysiological Systems (R01 Clinical Trials Not Allowed)","11/6/2024","1/8/2026","R01","NIH","NIA","NEI, NIAAA, NIDCD, NIMH","PAR-25-198","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-198.html"
"Engineering Next-Generation Human Nervous System Microphysiological Systems (R21 Clinical Trials Not Allowed)","11/6/2024","1/8/2026","R21","NIH","NIA","NEI, NIAAA, NIDCD, NIMH","PAR-25-199","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-199.html"
"Stimulating Hematology Investigation: New Endeavors (SHINE) (R01 Clinical Trial Not Allowed)","11/6/2024","1/7/2028","R01","NIH","NIDDK","NHLBI, NIA","PAS-25-205","PAS","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAS-25-205.html"
"Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R01 Clinical Trial Optional)","11/6/2024","5/8/2026","R01","NIH","NIMH","NIA","PAR-25-036","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-036.html"
"Advancing Research to Understand Congenital Malformations (R01 Clinical Trial Not Allowed)","11/6/2024","9/8/2025","R01","NIH","NICHD","None","PAR-25-146","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-146.html"
"In-Depth Phenotyping and Research Using IMPC-Generated Knockout Mouse Strains Exhibiting Embryonic or Perinatal Lethality or Subviability (R01 Clinical Trial Not Allowed)","11/6/2024","1/8/2026","R01","NIH","NICHD","NIDCR, ORWH","PAR-25-140","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-140.html"
"Natural History of Disorders Screenable in the Newborn Period (R01 Clinical Trial Optional)","11/6/2024","1/8/2028","R01","NIH","NICHD","None","PAR-25-227","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-227.html"
"Assay development and screening for discovery of chemical probes, drugs or immunomodulators (R01 Clinical Trial Not Allowed)","11/6/2024","9/8/2026","R01","NIH","NCI","None","PAR-25-153","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-153.html"
"Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional)","11/6/2024","1/8/2028","R01","NIH","NCI","None","PAR-25-145","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-145.html"
"Engaging Loved ones in Recovery Processes to Enhance Recovery Capital and Outcomes (R61/R33 Clinical Trial Optional)","11/6/2024","2/28/2025","R61/R33","NIH","NIDA","None","RFA-DA-26-024","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-024.html"
"Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed)","11/6/2024","9/8/2026","R01","NIH","NCI","None","PAR-24-306","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-306.html"
"Integration of Imaging and Fluid-Based Tumor Monitoring in Cancer Therapy (R01 Clinical Trial Optional)","11/6/2024","1/8/2028","R01","NIH","NCI","None","PAR-25-175","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-175.html"
"Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed)","11/6/2024","1/8/2028","R01","NIH","NCI","None","PAR-24-311","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-311.html"
"NIA Multi-site Clinical Trial Implementation Grant (R01 Clinical Trial Required)","11/6/2024","1/8/2026","R01","NIH","NIA","None","PAR-25-222","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-222.html"
"BRAIN Initiative: Clinical Studies to Advance Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UH3 Clinical Trial Optional)","11/5/2024","9/29/2026","UH3","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH","RFA-NS-25-022","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-022.html"
"BRAIN Initiative:  Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UG3/UH3 Clinical Trial Optional)","11/5/2024","9/29/2026","UG3/UH3","NIH","NINDS","NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, NCCIH, NEI, NIA","RFA-NS-25-021","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-021.html"
"Cancer Prevention and Control Clinical Trials Planning Grant Program (R34 Clinical Trials Optional)","11/5/2024","10/26/2027","R34","NIH","NCI","None","PAR-25-104","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-104.html"
"Cancer Prevention and Control Clinical Trials Planning Grant Program (U34 Clinical Trials Optional)","11/5/2024","10/26/2027","U34","NIH","NCI","None","PAR-25-103","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-103.html"
"Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed)","11/4/2024","10/21/2027","R61/R33","NIH","NINDS","None","PAR-25-225","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-225.html"
"Combating Antibiotic-Resistant Bacteria Interdisciplinary Research Units (CARBIRUs) (P01 Clinical Trial Not Allowed)","11/4/2024","3/27/2025","P01","NIH","NIAID","None","RFA-AI-24-074","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-24-074.html"
"NCI Clinical and Translational Exploratory/Developmental Studies (R21 Clinical Trial Optional)","11/4/2024","7/2/2025","R21","NIH","NCI","None","PAR-25-139","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-139.html"
"CCRP Initiative: NIH Countermeasures Against Chemical Threats (CounterACT) Basic Research on Chemical Threats that Affect the Nervous System (R01 Clinical Trial Not Allowed)","11/1/2024","10/17/2026","R01","NIH","NINDS","NIAID","PAR-25-077","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-077.html"
"NINDS Sustainable Transformation of Institutional Research Rigor (STIRR) Program (RC2 - Clinical Trial Not Allowed)","10/31/2024","10/18/2025","RC2","NIH","NINDS","None","RFA-NS-25-019","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-019.html"
"Enhancing Mechanistic Research on Precision Probiotic Therapies (R33 Clinical Trial Optional)","10/31/2024","6/3/2027","R33","NIH","NCCIH","NCI, NIA, NIDCR, ORWH","PAR-25-210","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-210.html"
